Datetime,tsla,tsla,tsla,tsla,tsla
2025-07-31 13:30:00+00:00,319.92999267578125,320.25,318.6000061035156,319.7799987792969,4268292
2025-07-31 13:35:00+00:00,319.3952941894531,320.70001220703125,318.7300109863281,319.9200134277344,1377255
2025-07-31 13:40:00+00:00,320.0849914550781,321.3699035644531,319.19000244140625,319.260009765625,1713669
2025-07-31 13:45:00+00:00,319.25,320.7699890136719,318.75,320.1099853515625,1289006
2025-07-31 13:50:00+00:00,318.30621337890625,320.0,318.1199951171875,319.260009765625,1298989
2025-07-31 13:55:00+00:00,318.0675048828125,319.0400085449219,317.80999755859375,318.3500061035156,1187630
2025-07-31 14:00:00+00:00,318.59991455078125,319.1499938964844,318.04998779296875,318.1199951171875,953888
2025-07-31 14:05:00+00:00,317.96258544921875,318.79998779296875,317.6400146484375,318.5,1028017
2025-07-31 14:10:00+00:00,318.135009765625,318.25,316.8800048828125,317.8999938964844,1383346
2025-07-31 14:15:00+00:00,317.7904968261719,318.45001220703125,317.2101135253906,318.1600036621094,927119
2025-07-31 14:20:00+00:00,317.0365905761719,317.8299865722656,316.6000061035156,317.8299865722656,975963
2025-07-31 14:25:00+00:00,316.2900085449219,317.30999755859375,316.0299987792969,317.0299987792969,1096771
2025-07-31 14:30:00+00:00,316.885009765625,316.9309997558594,315.70001220703125,316.2900085449219,1043562
2025-07-31 14:35:00+00:00,316.07501220703125,317.3999938964844,316.0199890136719,316.86981201171875,908383
2025-07-31 14:40:00+00:00,316.20001220703125,316.71868896484375,315.8500061035156,316.0783996582031,846667
2025-07-31 14:45:00+00:00,314.8500061035156,316.19500732421875,314.79998779296875,316.19000244140625,1243307
2025-07-31 14:50:00+00:00,314.239990234375,314.9599914550781,313.5400085449219,314.8500061035156,1561999
2025-07-31 14:55:00+00:00,313.1993103027344,314.2598876953125,313.1000061035156,314.2408142089844,1097413
2025-07-31 15:00:00+00:00,314.5299987792969,314.9599914550781,313.1000061035156,313.1600036621094,1320840
2025-07-31 15:05:00+00:00,313.8550109863281,314.8800048828125,313.5299987792969,314.54998779296875,948060
2025-07-31 15:10:00+00:00,312.8008117675781,314.0,312.75,313.8999938964844,1144052
2025-07-31 15:15:00+00:00,312.5450134277344,313.0799865722656,311.8900146484375,312.8399963378906,1459672
2025-07-31 15:20:00+00:00,311.5421142578125,313.2349853515625,311.5,312.55999755859375,1345022
2025-07-31 15:25:00+00:00,312.4200134277344,312.79998779296875,311.5,311.5400085449219,1012678
2025-07-31 15:30:00+00:00,312.693603515625,313.1000061035156,311.8500061035156,312.44989013671875,1029393
2025-07-31 15:35:00+00:00,313.0899963378906,313.3559875488281,312.5201110839844,312.70001220703125,857424
2025-07-31 15:40:00+00:00,313.0350036621094,313.2200012207031,312.6173095703125,313.0,553682
2025-07-31 15:45:00+00:00,312.5111999511719,313.08160400390625,312.260009765625,313.0350036621094,607294
2025-07-31 15:50:00+00:00,311.9700927734375,312.5899963378906,311.92999267578125,312.510009765625,725450
2025-07-31 15:55:00+00:00,312.2300109863281,312.2825012207031,311.7300109863281,312.0150146484375,613489
2025-07-31 16:00:00+00:00,312.1860046386719,312.7300109863281,312.1632995605469,312.25,630634
2025-07-31 16:05:00+00:00,312.2449951171875,312.6650085449219,311.92999267578125,312.1722106933594,554703
2025-07-31 16:10:00+00:00,312.7250061035156,312.8599853515625,312.0199890136719,312.2449951171875,567552
2025-07-31 16:15:00+00:00,313.7701110839844,313.8385925292969,312.7349853515625,312.7467041015625,955081
2025-07-31 16:20:00+00:00,313.2950134277344,314.1000061035156,313.0,313.75,904271
2025-07-31 16:25:00+00:00,313.5899963378906,313.95001220703125,313.2900085449219,313.29998779296875,1089247
2025-07-31 16:30:00+00:00,313.7366027832031,314.0799865722656,313.5008850097656,313.6000061035156,519150
2025-07-31 16:35:00+00:00,313.6549987792969,313.95001220703125,313.5,313.7099914550781,448505
2025-07-31 16:40:00+00:00,313.2099914550781,313.70001220703125,313.12030029296875,313.6600036621094,413367
2025-07-31 16:45:00+00:00,312.7757873535156,313.2499084472656,312.010009765625,313.24249267578125,809124
2025-07-31 16:50:00+00:00,312.70001220703125,312.8299865722656,312.29998779296875,312.76080322265625,535798
2025-07-31 16:55:00+00:00,312.8699951171875,313.1000061035156,312.5299987792969,312.71759033203125,444057
2025-07-31 17:00:00+00:00,312.1355895996094,312.8599853515625,312.1199951171875,312.8450012207031,596216
2025-07-31 17:05:00+00:00,312.2799987792969,312.5799865722656,311.82000732421875,312.1499938964844,598059
2025-07-31 17:10:00+00:00,311.9800109863281,312.3299865722656,311.75,312.260009765625,511901
2025-07-31 17:15:00+00:00,311.0989990234375,312.1499938964844,310.8800048828125,312.0,964489
2025-07-31 17:20:00+00:00,311.1300048828125,311.4800109863281,311.0,311.0799865722656,684975
2025-07-31 17:25:00+00:00,309.8840026855469,311.3800048828125,309.5899963378906,311.1444091796875,1725056
2025-07-31 17:30:00+00:00,310.2099914550781,310.3999938964844,309.1099853515625,309.85009765625,1265594
2025-07-31 17:35:00+00:00,311.03839111328125,311.3804016113281,310.1499938964844,310.17401123046875,1095195
2025-07-31 17:40:00+00:00,311.1099853515625,311.54998779296875,310.8599853515625,311.03399658203125,738429
2025-07-31 17:45:00+00:00,310.2850036621094,311.6499938964844,310.2101135253906,311.1300048828125,794615
2025-07-31 17:50:00+00:00,308.70001220703125,310.19000244140625,308.55999755859375,310.1700134277344,1351481
2025-07-31 17:55:00+00:00,308.3399963378906,309.19000244140625,307.8299865722656,308.68939208984375,1291411
2025-07-31 18:00:00+00:00,307.875,309.0799865722656,307.85919189453125,308.2763977050781,1049419
2025-07-31 18:05:00+00:00,307.42999267578125,308.14990234375,306.9800109863281,307.864990234375,1212534
2025-07-31 18:10:00+00:00,306.7049865722656,307.8800048828125,306.6600036621094,307.45001220703125,1188257
2025-07-31 18:15:00+00:00,306.9143981933594,306.9800109863281,306.1000061035156,306.7063903808594,1183732
2025-07-31 18:20:00+00:00,308.06988525390625,308.54998779296875,306.6499938964844,306.9798889160156,1359012
2025-07-31 18:25:00+00:00,308.43499755859375,308.6899108886719,307.95001220703125,308.0299987792969,774385
2025-07-31 18:30:00+00:00,309.5011901855469,309.57989501953125,308.3301086425781,308.3900146484375,981025
2025-07-31 18:35:00+00:00,309.7099914550781,310.1199951171875,309.29998779296875,309.5,867044
2025-07-31 18:40:00+00:00,309.7449951171875,310.0,309.30999755859375,309.7200012207031,655301
2025-07-31 18:45:00+00:00,309.5,310.0199890136719,309.29998779296875,309.7449951171875,606634
2025-07-31 18:50:00+00:00,309.07598876953125,309.79998779296875,308.6400146484375,309.57000732421875,663352
2025-07-31 18:55:00+00:00,309.42999267578125,309.510009765625,308.67999267578125,309.1099853515625,905274
2025-07-31 19:00:00+00:00,310.67999267578125,310.79998779296875,309.45001220703125,309.45001220703125,961695
2025-07-31 19:05:00+00:00,310.318603515625,310.989990234375,310.22821044921875,310.6507873535156,713500
2025-07-31 19:10:00+00:00,309.7215881347656,310.4800109863281,309.5,310.29998779296875,713516
2025-07-31 19:15:00+00:00,310.19500732421875,310.4200134277344,309.57000732421875,309.69000244140625,616446
2025-07-31 19:20:00+00:00,309.6075134277344,310.3900146484375,309.0101013183594,310.19000244140625,790407
2025-07-31 19:25:00+00:00,310.2001037597656,310.3399963378906,309.3800048828125,309.635009765625,728041
2025-07-31 19:30:00+00:00,310.2449951171875,310.7464904785156,309.8999938964844,310.2900085449219,737700
2025-07-31 19:35:00+00:00,309.7998962402344,310.5,309.6300964355469,310.2699890136719,629674
2025-07-31 19:40:00+00:00,310.2655944824219,310.3800048828125,309.6600036621094,309.80999755859375,641004
2025-07-31 19:45:00+00:00,309.3800048828125,310.510009765625,309.3205871582031,310.2799987792969,793329
2025-07-31 19:50:00+00:00,308.05999755859375,310.30999755859375,307.94000244140625,309.3299865722656,1630027
2025-07-31 19:55:00+00:00,308.19000244140625,309.0899963378906,307.94000244140625,308.05999755859375,2157098
2025-08-01 13:30:00+00:00,304.3599853515625,308.7598876953125,303.51141357421875,306.7200012207031,6731729
2025-08-01 13:35:00+00:00,303.98089599609375,305.8153076171875,303.7950134277344,304.3399963378906,1820400
2025-08-01 13:40:00+00:00,302.4849853515625,304.760009765625,302.1200866699219,304.0249938964844,1765129
2025-08-01 13:45:00+00:00,302.70050048828125,303.55999755859375,301.8299865722656,302.86279296875,1655552
2025-08-01 13:50:00+00:00,301.6499938964844,302.92999267578125,301.25,302.7499084472656,1563824
2025-08-01 13:55:00+00:00,300.32000732421875,301.8500061035156,299.5,301.6000061035156,2796504
2025-08-01 14:00:00+00:00,300.32000732421875,300.7898864746094,297.82000732421875,300.32000732421875,3310327
2025-08-01 14:05:00+00:00,301.7300109863281,301.9100036621094,299.91009521484375,300.3399963378906,1999436
2025-08-01 14:10:00+00:00,301.7799987792969,303.1199951171875,301.6400146484375,301.69000244140625,1799843
2025-08-01 14:15:00+00:00,302.9700012207031,303.760009765625,301.7301025390625,301.7799987792969,1475654
2025-08-01 14:20:00+00:00,303.4700012207031,303.6000061035156,302.260009765625,303.0,1115353
2025-08-01 14:25:00+00:00,304.5450134277344,304.989990234375,303.4888000488281,303.4888000488281,1556036
2025-08-01 14:30:00+00:00,305.1400146484375,305.3800048828125,304.2401123046875,304.57000732421875,1321103
2025-08-01 14:35:00+00:00,304.57989501953125,305.8500061035156,304.3299865722656,305.19500732421875,1245775
2025-08-01 14:40:00+00:00,305.31500244140625,305.5899963378906,304.54998779296875,304.5799865722656,865849
2025-08-01 14:45:00+00:00,305.8016052246094,307.364990234375,305.5299987792969,305.5299987792969,1731005
2025-08-01 14:50:00+00:00,304.91009521484375,306.0400085449219,304.42999267578125,305.79998779296875,1124036
2025-08-01 14:55:00+00:00,305.4678955078125,306.1300048828125,304.8500061035156,304.989990234375,776701
2025-08-01 15:00:00+00:00,305.010009765625,305.5899963378906,304.0,305.5,1127589
2025-08-01 15:05:00+00:00,305.2349853515625,305.69000244140625,304.8299865722656,305.0,606363
2025-08-01 15:10:00+00:00,305.2099914550781,305.80938720703125,304.739990234375,305.1099853515625,731458
2025-08-01 15:15:00+00:00,304.4005126953125,305.3900146484375,303.8800048828125,305.1449890136719,848855
2025-08-01 15:20:00+00:00,304.7650146484375,305.1199951171875,304.3699951171875,304.3699951171875,475841
2025-08-01 15:25:00+00:00,304.8550109863281,305.5,304.6099853515625,304.8299865722656,648391
2025-08-01 15:30:00+00:00,305.15008544921875,305.5799865722656,304.75,304.8550109863281,529239
2025-08-01 15:35:00+00:00,307.3450012207031,307.3940124511719,305.1700134277344,305.2200012207031,1019198
2025-08-01 15:40:00+00:00,307.85009765625,307.9100036621094,306.7300109863281,307.3699951171875,948410
2025-08-01 15:45:00+00:00,307.8399963378906,309.17999267578125,307.79998779296875,307.8900146484375,1493188
2025-08-01 15:50:00+00:00,307.95989990234375,308.2898864746094,307.2200012207031,307.82000732421875,919175
2025-08-01 15:55:00+00:00,307.875,308.20001220703125,307.5899963378906,307.93798828125,573134
2025-08-01 16:00:00+00:00,308.8999938964844,309.30999755859375,307.6499938964844,307.875,1070638
2025-08-01 16:05:00+00:00,308.3399963378906,309.21990966796875,308.1300048828125,308.95001220703125,719268
2025-08-01 16:10:00+00:00,307.4800109863281,308.5400085449219,307.0,308.3570861816406,822122
2025-08-01 16:15:00+00:00,307.7099914550781,307.7300109863281,306.5508117675781,307.42498779296875,751385
2025-08-01 16:20:00+00:00,307.32000732421875,308.0299072265625,307.04010009765625,307.69000244140625,457853
2025-08-01 16:25:00+00:00,307.17999267578125,308.07000732421875,307.1686096191406,307.32000732421875,413151
2025-08-01 16:30:00+00:00,306.9403076171875,307.239990234375,306.4800109863281,307.19500732421875,530693
2025-08-01 16:35:00+00:00,306.5367126464844,307.2395935058594,306.40240478515625,306.9649963378906,395662
2025-08-01 16:40:00+00:00,305.6700134277344,306.56988525390625,305.6317138671875,306.5199890136719,1102086
2025-08-01 16:45:00+00:00,305.673095703125,306.2394104003906,305.5,305.67498779296875,597258
2025-08-01 16:50:00+00:00,305.2900085449219,305.71929931640625,305.04998779296875,305.69500732421875,616433
2025-08-01 16:55:00+00:00,304.1086120605469,305.55999755859375,303.9800109863281,305.2799987792969,1029628
2025-08-01 17:00:00+00:00,303.8550109863281,304.70001220703125,303.3301086425781,304.1099853515625,1080492
2025-08-01 17:05:00+00:00,304.79998779296875,304.9320983886719,303.4013977050781,303.8380126953125,784446
2025-08-01 17:10:00+00:00,303.7749938964844,305.0,303.70001220703125,304.79998779296875,646447
2025-08-01 17:15:00+00:00,303.19940185546875,303.9494934082031,302.95001220703125,303.75,807775
2025-08-01 17:20:00+00:00,303.8699951171875,304.25,303.1600036621094,303.17999267578125,619234
2025-08-01 17:25:00+00:00,303.23638916015625,303.8799133300781,302.739990234375,303.79998779296875,636941
2025-08-01 17:30:00+00:00,303.8550109863281,304.14990234375,303.0,303.2349853515625,613233
2025-08-01 17:35:00+00:00,302.8500061035156,303.8771057128906,302.44000244140625,303.86260986328125,891339
2025-08-01 17:40:00+00:00,303.81988525390625,304.04998779296875,302.7799987792969,302.8550109863281,745064
2025-08-01 17:45:00+00:00,304.3800048828125,304.5,303.69000244140625,303.7850036621094,1926734
2025-08-01 17:50:00+00:00,304.1400146484375,304.8599853515625,303.79998779296875,304.43609619140625,599203
2025-08-01 17:55:00+00:00,303.68499755859375,304.2099914550781,303.1499938964844,304.1700134277344,659992
2025-08-01 18:00:00+00:00,302.6000061035156,303.8293151855469,302.35009765625,303.6805114746094,613882
2025-08-01 18:05:00+00:00,302.04998779296875,302.84991455078125,301.8299865722656,302.6050109863281,743827
2025-08-01 18:10:00+00:00,301.62640380859375,302.4299011230469,301.3800048828125,302.0199890136719,780438
2025-08-01 18:15:00+00:00,302.5899963378906,302.80499267578125,301.6178894042969,301.6485900878906,714065
2025-08-01 18:20:00+00:00,303.0849914550781,303.1095886230469,302.0,302.59600830078125,1196656
2025-08-01 18:25:00+00:00,303.29998779296875,303.409912109375,302.6000061035156,303.05999755859375,1047073
2025-08-01 18:30:00+00:00,303.6181945800781,303.91400146484375,303.0299987792969,303.2615966796875,598402
2025-08-01 18:35:00+00:00,303.06500244140625,303.7300109863281,302.95001220703125,303.6400146484375,558896
2025-08-01 18:40:00+00:00,304.5213928222656,304.6000061035156,302.9200134277344,303.0632019042969,667831
2025-08-01 18:45:00+00:00,303.58990478515625,304.6000061035156,303.2200012207031,304.5191955566406,607665
2025-08-01 18:50:00+00:00,302.1499938964844,303.6199951171875,302.0400085449219,303.54888916015625,783729
2025-08-01 18:55:00+00:00,302.6000061035156,302.9700012207031,301.8699951171875,302.17999267578125,801019
2025-08-01 19:00:00+00:00,302.0451965332031,302.8999938964844,301.8699951171875,302.57000732421875,363148
2025-08-01 19:05:00+00:00,302.3299865722656,302.6400146484375,301.9901123046875,302.04998779296875,339458
2025-08-01 19:10:00+00:00,301.94500732421875,302.7699890136719,301.6499938964844,302.29998779296875,680090
2025-08-01 19:15:00+00:00,302.44000244140625,302.54998779296875,301.7799987792969,301.90008544921875,767817
2025-08-01 19:20:00+00:00,301.7749938964844,302.6199951171875,301.1600036621094,302.44000244140625,944232
2025-08-01 19:25:00+00:00,301.9800109863281,302.260009765625,301.44000244140625,301.739990234375,719002
2025-08-01 19:30:00+00:00,302.4700012207031,302.75,301.1000061035156,301.8900146484375,1764168
2025-08-01 19:35:00+00:00,302.3500061035156,302.8174133300781,301.9901123046875,302.4700012207031,684336
2025-08-01 19:40:00+00:00,302.8900146484375,303.1899108886719,302.2300109863281,302.3599853515625,913113
2025-08-01 19:45:00+00:00,303.2304992675781,303.6700134277344,302.7650146484375,302.8800048828125,888189
2025-08-01 19:50:00+00:00,302.82000732421875,303.30999755859375,302.29998779296875,303.2799987792969,1025899
2025-08-01 19:55:00+00:00,302.6099853515625,303.5799865722656,302.3599853515625,302.7900085449219,1870131
2025-08-04 13:30:00+00:00,308.3583984375,309.1000061035156,305.55010986328125,309.05499267578125,6073918
2025-08-04 13:35:00+00:00,309.82000732421875,310.54998779296875,308.25030517578125,308.3599853515625,2408523
2025-08-04 13:40:00+00:00,307.614990234375,309.8299865722656,307.5,309.8299865722656,1636564
2025-08-04 13:45:00+00:00,308.8699951171875,309.4700012207031,307.4200134277344,307.61639404296875,1567790
2025-08-04 13:50:00+00:00,308.4599914550781,308.8699951171875,307.45001220703125,308.8699951171875,1316171
2025-08-04 13:55:00+00:00,308.7650146484375,308.96990966796875,307.6499938964844,308.5011901855469,1067949
2025-08-04 14:00:00+00:00,310.7300109863281,310.79998779296875,308.42999267578125,308.82000732421875,1956591
2025-08-04 14:05:00+00:00,311.13079833984375,312.114990234375,310.57000732421875,310.69000244140625,2202693
2025-08-04 14:10:00+00:00,311.20001220703125,311.92999267578125,310.1199951171875,311.1499938964844,1525133
2025-08-04 14:15:00+00:00,309.80010986328125,311.760009765625,309.79998779296875,311.17999267578125,1094268
2025-08-04 14:20:00+00:00,309.32000732421875,310.1199951171875,309.260009765625,309.8500061035156,1117781
2025-08-04 14:25:00+00:00,309.0400085449219,309.6300048828125,308.19061279296875,309.2799987792969,1407513
2025-08-04 14:30:00+00:00,308.4549865722656,309.07000732421875,308.0600891113281,309.0567932128906,887062
2025-08-04 14:35:00+00:00,307.16009521484375,308.3800048828125,306.8500061035156,308.3800048828125,1326691
2025-08-04 14:40:00+00:00,306.0150146484375,307.1564025878906,305.6600036621094,307.1400146484375,1478989
2025-08-04 14:45:00+00:00,306.05999755859375,306.7799987792969,305.0205078125,306.0303955078125,1952748
2025-08-04 14:50:00+00:00,303.565185546875,306.260009765625,303.4700012207031,306.0812072753906,2110021
2025-08-04 14:55:00+00:00,304.4408874511719,304.96990966796875,303.0000915527344,303.55999755859375,1736468
2025-08-04 15:00:00+00:00,304.75,305.2792053222656,304.04998779296875,304.43548583984375,1264509
2025-08-04 15:05:00+00:00,304.8800048828125,304.9800109863281,303.6000061035156,304.7601013183594,1262467
2025-08-04 15:10:00+00:00,305.510009765625,305.5899963378906,304.45001220703125,304.8900146484375,1004034
2025-08-04 15:15:00+00:00,305.6973876953125,306.05999755859375,304.9599914550781,305.4978942871094,1203574
2025-08-04 15:20:00+00:00,305.9927978515625,306.4700012207031,305.5199890136719,305.69000244140625,995488
2025-08-04 15:25:00+00:00,306.19500732421875,306.6098937988281,305.9590148925781,305.98919677734375,816998
2025-08-04 15:30:00+00:00,306.4784851074219,306.6199951171875,305.6200866699219,306.1300048828125,714558
2025-08-04 15:35:00+00:00,306.4100036621094,306.739990234375,306.1000061035156,306.57000732421875,571628
2025-08-04 15:40:00+00:00,307.1050109863281,307.3555908203125,306.3800048828125,306.4049987792969,873224
2025-08-04 15:45:00+00:00,307.2099914550781,307.6000061035156,306.6099853515625,307.1400146484375,769897
2025-08-04 15:50:00+00:00,307.72869873046875,307.7300109863281,306.8999938964844,307.2359924316406,621830
2025-08-04 15:55:00+00:00,308.5080871582031,308.8500061035156,307.6400146484375,307.6759033203125,1095248
2025-08-04 16:00:00+00:00,308.2699890136719,308.57000732421875,307.72100830078125,308.5299987792969,836892
2025-08-04 16:05:00+00:00,307.8424987792969,308.44000244140625,307.6300964355469,308.239990234375,594771
2025-08-04 16:10:00+00:00,307.2349853515625,308.0,306.7900085449219,307.8340148925781,845770
2025-08-04 16:15:00+00:00,307.2749938964844,307.29998779296875,306.9200134277344,307.2900085449219,410926
2025-08-04 16:20:00+00:00,308.0899963378906,308.2799987792969,307.2101135253906,307.2860107421875,706926
2025-08-04 16:25:00+00:00,308.65008544921875,308.989990234375,307.70001220703125,308.0899963378906,812270
2025-08-04 16:30:00+00:00,308.0199890136719,308.92999267578125,307.989990234375,308.6700134277344,590751
2025-08-04 16:35:00+00:00,308.2149963378906,308.3599853515625,307.5,308.0400085449219,556022
2025-08-04 16:40:00+00:00,308.55499267578125,308.7699890136719,307.8214111328125,308.2149963378906,496030
